epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,6273.53,0.54351,0.33665,0.8719,0.96546,0.82912,0.88091,0.73955,0.67207,0.36103,0.93554,0.002872,0.002872,0.002872
182,6306.49,0.54654,0.33645,0.87253,0.96241,0.83085,0.88067,0.74003,0.67207,0.36119,0.93576,0.0028324,0.0028324,0.0028324
183,6339.37,0.54619,0.33714,0.87286,0.96553,0.82878,0.88039,0.74047,0.67197,0.36085,0.93563,0.0027928,0.0027928,0.0027928
184,6372.76,0.54398,0.33604,0.87094,0.96225,0.83065,0.88001,0.74089,0.67152,0.36068,0.93542,0.0027532,0.0027532,0.0027532
185,6406.46,0.5412,0.33585,0.87322,0.96177,0.83088,0.88092,0.7404,0.67098,0.36042,0.93518,0.0027136,0.0027136,0.0027136
186,6440.27,0.53796,0.33291,0.87041,0.96085,0.83231,0.88122,0.74037,0.67043,0.36038,0.9352,0.002674,0.002674,0.002674
187,6473.1,0.53697,0.33451,0.87095,0.96102,0.83169,0.88085,0.7404,0.67042,0.36062,0.93569,0.0026344,0.0026344,0.0026344
188,6505.98,0.5382,0.33202,0.87154,0.96081,0.83223,0.88097,0.74017,0.66981,0.36051,0.93557,0.0025948,0.0025948,0.0025948
189,6538.85,0.53717,0.33148,0.87023,0.96323,0.83148,0.88127,0.74065,0.66933,0.36046,0.93582,0.0025552,0.0025552,0.0025552
190,6571.84,0.53424,0.3311,0.86896,0.96238,0.83223,0.88099,0.74099,0.66931,0.36055,0.93613,0.0025156,0.0025156,0.0025156
191,6605.87,0.52752,0.32637,0.86921,0.96055,0.83348,0.88077,0.7414,0.66921,0.36078,0.93657,0.002476,0.002476,0.002476
192,6640.23,0.53343,0.32967,0.86797,0.96048,0.83382,0.88075,0.74139,0.6693,0.36069,0.93687,0.0024364,0.0024364,0.0024364
193,6672.88,0.5273,0.32656,0.86697,0.96038,0.83346,0.8809,0.74197,0.66901,0.36032,0.9367,0.0023968,0.0023968,0.0023968
194,6705.47,0.52603,0.32498,0.86695,0.96081,0.83281,0.88104,0.74175,0.66884,0.36005,0.93654,0.0023572,0.0023572,0.0023572
195,6738.01,0.52626,0.32591,0.86819,0.95973,0.83365,0.8811,0.74196,0.66858,0.35992,0.93657,0.0023176,0.0023176,0.0023176
196,6770.7,0.52665,0.32594,0.86683,0.96029,0.83257,0.88115,0.74258,0.66837,0.35975,0.93655,0.002278,0.002278,0.002278
197,6803.35,0.52423,0.32312,0.86452,0.96225,0.83154,0.88078,0.74164,0.66863,0.3601,0.9368,0.0022384,0.0022384,0.0022384
198,6835.94,0.51811,0.3193,0.86219,0.95971,0.83339,0.8812,0.74149,0.66871,0.35993,0.93687,0.0021988,0.0021988,0.0021988
199,6869.29,0.52037,0.32196,0.86581,0.9617,0.83136,0.88093,0.7421,0.66851,0.35974,0.937,0.0021592,0.0021592,0.0021592
200,6902.44,0.51832,0.3195,0.86446,0.96385,0.8294,0.88071,0.74197,0.66839,0.35961,0.93703,0.0021196,0.0021196,0.0021196
201,6935.24,0.5141,0.31748,0.8642,0.96229,0.83084,0.88057,0.74217,0.66826,0.35976,0.93708,0.00208,0.00208,0.00208
202,6968.22,0.51511,0.31783,0.86487,0.96246,0.83087,0.88034,0.74211,0.66785,0.35957,0.9372,0.0020404,0.0020404,0.0020404
203,7001.4,0.5135,0.31822,0.86529,0.96438,0.82904,0.88045,0.74219,0.6681,0.35985,0.9375,0.0020008,0.0020008,0.0020008
204,7034.97,0.50762,0.31442,0.86229,0.96508,0.82932,0.88076,0.74224,0.66795,0.3597,0.93752,0.0019612,0.0019612,0.0019612
205,7069.13,0.508,0.31393,0.86257,0.96388,0.83057,0.88086,0.74248,0.66795,0.35995,0.93764,0.0019216,0.0019216,0.0019216
206,7103.53,0.50699,0.31375,0.86118,0.96433,0.83023,0.88132,0.74281,0.66794,0.36013,0.93782,0.001882,0.001882,0.001882
207,7136.92,0.51066,0.31532,0.86244,0.96441,0.83018,0.8811,0.74268,0.66804,0.36025,0.93794,0.0018424,0.0018424,0.0018424
208,7170.06,0.50731,0.3132,0.86173,0.96371,0.83027,0.88119,0.74258,0.66787,0.36018,0.93829,0.0018028,0.0018028,0.0018028
209,7202.85,0.50267,0.3117,0.86108,0.96712,0.82879,0.88129,0.74275,0.66798,0.36044,0.93861,0.0017632,0.0017632,0.0017632
210,7235.79,0.49999,0.31019,0.86055,0.96732,0.82856,0.88139,0.74305,0.66788,0.36026,0.9388,0.0017236,0.0017236,0.0017236
211,7269.04,0.50011,0.3104,0.8585,0.96708,0.82826,0.88121,0.74286,0.66787,0.36013,0.93889,0.001684,0.001684,0.001684
212,7302.27,0.49894,0.30905,0.85839,0.96661,0.82843,0.88153,0.74281,0.66787,0.3597,0.93902,0.0016444,0.0016444,0.0016444
213,7339.47,0.49401,0.30611,0.85788,0.96637,0.82877,0.8815,0.74277,0.66789,0.35963,0.93911,0.0016048,0.0016048,0.0016048
214,7375.59,0.49611,0.30598,0.85856,0.96637,0.82862,0.88163,0.74315,0.66764,0.35957,0.93921,0.0015652,0.0015652,0.0015652
215,7412.34,0.49342,0.30665,0.8575,0.96727,0.82749,0.88176,0.74333,0.66786,0.35968,0.9394,0.0015256,0.0015256,0.0015256
216,7449.32,0.49249,0.30368,0.85646,0.96767,0.82807,0.88197,0.74306,0.6677,0.35997,0.93951,0.001486,0.001486,0.001486
217,7487.46,0.48758,0.30203,0.8573,0.96924,0.82777,0.88192,0.74322,0.66771,0.36003,0.93975,0.0014464,0.0014464,0.0014464
218,7525.56,0.49028,0.30597,0.85556,0.96928,0.82803,0.88203,0.74331,0.66759,0.35989,0.93966,0.0014068,0.0014068,0.0014068
219,7563.79,0.4837,0.30185,0.85727,0.9696,0.82753,0.88195,0.74312,0.66772,0.36023,0.9398,0.0013672,0.0013672,0.0013672
220,7601.52,0.48405,0.29882,0.85458,0.96959,0.82743,0.88205,0.74316,0.66766,0.36061,0.93993,0.0013276,0.0013276,0.0013276
221,7637.12,0.48201,0.29889,0.85392,0.96869,0.82864,0.8822,0.7433,0.66752,0.36052,0.93987,0.001288,0.001288,0.001288
222,7675.21,0.48151,0.2968,0.85393,0.969,0.82841,0.88227,0.7437,0.66742,0.36038,0.93994,0.0012484,0.0012484,0.0012484
223,7713.3,0.47785,0.29737,0.85376,0.96889,0.82872,0.88231,0.7434,0.66726,0.36027,0.93993,0.0012088,0.0012088,0.0012088
224,7750.11,0.47553,0.29476,0.85223,0.96714,0.82995,0.88233,0.74335,0.66719,0.36061,0.93974,0.0011692,0.0011692,0.0011692
225,7788.01,0.47693,0.29406,0.85203,0.96866,0.8287,0.88235,0.7436,0.66723,0.36056,0.93978,0.0011296,0.0011296,0.0011296
226,7825.08,0.47286,0.29243,0.85278,0.96715,0.82968,0.88237,0.74344,0.66709,0.36056,0.93976,0.00109,0.00109,0.00109
227,7861.38,0.47141,0.2934,0.85437,0.96659,0.83014,0.88242,0.74331,0.66713,0.36076,0.93984,0.0010504,0.0010504,0.0010504
228,7895.45,0.47035,0.29284,0.85108,0.96534,0.83053,0.88253,0.74331,0.66726,0.36083,0.94001,0.0010108,0.0010108,0.0010108
229,7930,0.46741,0.28957,0.85043,0.9659,0.83003,0.88262,0.74382,0.66715,0.36082,0.93996,0.0009712,0.0009712,0.0009712
230,7963.92,0.46737,0.29204,0.85112,0.96522,0.82989,0.88253,0.74393,0.66713,0.36086,0.93999,0.0009316,0.0009316,0.0009316
231,7997.22,0.46405,0.28769,0.8498,0.96555,0.82959,0.88255,0.74385,0.66697,0.36103,0.94,0.000892,0.000892,0.000892
232,8030.37,0.46394,0.28856,0.84973,0.9651,0.83009,0.88256,0.74408,0.66692,0.36118,0.93992,0.0008524,0.0008524,0.0008524
233,8063.5,0.46341,0.28815,0.85064,0.96522,0.83002,0.88266,0.74425,0.66692,0.36102,0.9399,0.0008128,0.0008128,0.0008128
234,8096.65,0.45803,0.28499,0.84914,0.96478,0.83036,0.8828,0.7439,0.66692,0.36098,0.93998,0.0007732,0.0007732,0.0007732
235,8130.35,0.45715,0.2832,0.84905,0.96459,0.83046,0.88292,0.74407,0.66686,0.36098,0.93993,0.0007336,0.0007336,0.0007336
236,8163.92,0.45615,0.28506,0.84738,0.96413,0.83075,0.88296,0.74388,0.66696,0.36125,0.93998,0.000694,0.000694,0.000694
237,8197.73,0.45762,0.28408,0.84825,0.96424,0.83073,0.88284,0.74395,0.66713,0.36118,0.94011,0.0006544,0.0006544,0.0006544
238,8235.11,0.4546,0.28313,0.84687,0.96639,0.82949,0.88238,0.7437,0.66714,0.3615,0.94019,0.0006148,0.0006148,0.0006148
239,8272.28,0.45091,0.28088,0.84676,0.96578,0.82953,0.88239,0.74384,0.66724,0.36148,0.94019,0.0005752,0.0005752,0.0005752
240,8309.07,0.45034,0.28071,0.84734,0.96619,0.82949,0.88263,0.7437,0.66725,0.36152,0.94017,0.0005356,0.0005356,0.0005356
241,8353.84,0.43984,0.26011,0.83338,0.96631,0.82974,0.88261,0.74371,0.66733,0.36143,0.94043,0.000496,0.000496,0.000496
242,8390.57,0.40802,0.24165,0.82467,0.96633,0.83001,0.88261,0.74338,0.66749,0.36144,0.9406,0.0004564,0.0004564,0.0004564
243,8427.14,0.40125,0.23836,0.82354,0.96784,0.82835,0.88215,0.7439,0.66745,0.36121,0.9407,0.0004168,0.0004168,0.0004168
244,8464.65,0.3993,0.23578,0.82116,0.96761,0.82869,0.88236,0.74362,0.66748,0.36104,0.94082,0.0003772,0.0003772,0.0003772
245,8502.56,0.39396,0.23384,0.82123,0.96637,0.82938,0.88233,0.74337,0.66754,0.36115,0.94105,0.0003376,0.0003376,0.0003376
246,8539.95,0.39188,0.23233,0.81977,0.9668,0.82918,0.88227,0.74342,0.66785,0.36116,0.94127,0.000298,0.000298,0.000298
247,8576.82,0.39085,0.23247,0.82113,0.96667,0.82926,0.8822,0.74323,0.6681,0.36139,0.94154,0.0002584,0.0002584,0.0002584
248,8614.8,0.38774,0.23137,0.8206,0.96585,0.83003,0.88206,0.74324,0.66834,0.36162,0.94188,0.0002188,0.0002188,0.0002188
249,8653.35,0.38819,0.23211,0.82035,0.96617,0.83024,0.88214,0.74309,0.66839,0.36179,0.94211,0.0001792,0.0001792,0.0001792
250,8690.65,0.38272,0.22856,0.81757,0.96607,0.83028,0.88231,0.74305,0.66855,0.36187,0.94234,0.0001396,0.0001396,0.0001396
